Tokens,Labels
"['Pikes', 'Peak', 'is', 'a', 'famous', 'landmark', 'in', 'Colorado', ',', 'known', 'for', 'its', 'challenging', 'trails', 'and', 'scenic', 'views', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'biodiversity', 'on', 'Kinabalu', ""'"", 's', 'slopes', 'makes', 'it', 'one', 'of', 'the', 'richest', 'ecosystems', 'in', 'the', 'world', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ararat', 'is', 'not', 'just', 'a', 'mountain', 'but', 'a', 'symbol', 'of', 'Armenian', 'national', 'identity', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'eruptions', 'of', 'Etna', 'are', 'a', 'constant', 'reminder', 'of', 'the', 'power', 'of', 'nature', 'in', 'Sicily', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Toubkal', 'is', 'the', 'highest', 'peak', 'in', 'North', 'Africa', ',', 'drawing', 'trekkers', 'from', 'all', 'over', 'the', 'world', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ancient', 'Greeks', 'believed', 'that', 'Olympus', 'was', 'the', 'home', 'of', 'the', 'gods', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['McKinley', 'was', 'renamed', 'Denali', ',', 'reflecting', 'its', 'significance', 'to', 'the', 'native', 'people', 'of', 'Alaska', '.']","['B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lava', 'flows', 'of', 'Erebus', 'make', 'it', 'one', 'of', 'the', 'most', 'active', 'volcanoes', 'in', 'Antarctica', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'mystical', 'energy', 'of', 'Shasta', 'attracts', 'both', 'spiritual', 'seekers', 'and', 'adventurers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hood', 'is', 'a', 'popular', 'climbing', 'destination', 'for', 'those', 'looking', 'to', 'summit', 'Oregon', ""'"", 's', 'highest', 'peak', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'eruption', 'of', 'St', '.', 'Helens', 'drastically', 'changed', 'the', 'landscape', 'of', 'the', 'Pacific', 'Northwest', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'flat', 'top', 'of', 'Table', 'Mountain', 'makes', 'it', 'a', 'distinctive', 'landmark', 'in', 'Cape', 'Town', ',', 'South', 'Africa', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'steep', 'slopes', 'of', 'Adams', 'are', 'a', 'challenge', 'for', 'even', 'experienced', 'hikers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ice', '-', 'covered', 'Baker', 'offers', 'one', 'of', 'the', 'most', 'scenic', 'climbs', 'in', 'the', 'Cascades', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mauna', 'Kea', 'is', 'considered', 'a', 'sacred', 'mountain', 'by', 'the', 'indigenous', 'people', 'of', 'Hawaii', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mauna', 'Loa', 'is', 'the', 'largest', 'volcano', 'on', 'Earth', 'in', 'terms', 'of', 'volume', 'and', 'area', 'covered', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'cone', 'of', 'Ngauruhoe', 'is', 'one', 'of', 'New', 'Zealand', ""'"", 's', 'most', 'iconic', 'natural', 'features', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'glaciers', 'of', 'Tasman', 'provide', 'a', 'stunning', 'backdrop', 'for', 'climbers', 'in', 'New', 'Zealand', ""'"", 's', 'Southern', 'Alps', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ruapehu', 'is', 'an', 'active', 'volcano', ',', 'adding', 'a', 'sense', 'of', 'danger', 'to', 'its', 'already', 'dramatic', 'landscape', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'name', 'Aoraki', 'means', '""', 'Cloud', 'Piercer', ',', '""', 'reflecting', 'the', 'towering', 'presence', 'of', 'this', 'mountain', 'in', 'New', 'Zealand', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'summit', 'of', 'Kosciuszko', 'offers', 'sweeping', 'views', 'of', 'the', 'Australian', 'Alps', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Whitney', 'is', 'the', 'tallest', 'mountain', 'in', 'the', 'contiguous', 'United', 'States', ',', 'a', 'beacon', 'for', 'hikers', 'and', 'climbers', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'forests', 'around', 'Wilson', 'are', 'teeming', 'with', 'life', ',', 'offering', 'hikers', 'an', 'immersive', 'nature', 'experience', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'peak', 'of', 'Taranaki', 'is', 'often', 'hidden', 'beneath', 'a', 'blanket', 'of', 'mist', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'perfect', 'cone', 'of', 'Ngauruhoe', 'rises', 'sharply', 'against', 'the', 'horizon', 'in', 'Tongariro', 'National', 'Park', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Hagen', 'offers', 'panoramic', 'views', 'of', 'Papua', 'New', 'Guinea', ""'"", 's', 'highlands', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'summit', 'of', 'Wilhelm', 'is', 'the', 'highest', 'point', 'in', 'Papua', 'New', 'Guinea', ',', 'offering', 'spectacular', 'vistas', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sunrise', 'from', 'the', 'top', 'of', 'Batur', 'is', 'an', 'unforgettable', 'experience', 'for', 'early', 'risers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'frequent', 'eruptions', 'of', 'Sinabung', 'have', 'reshaped', 'the', 'landscape', 'around', 'the', 'mountain', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'eruption', 'of', 'Tambora', 'in', '1815', 'had', 'global', 'effects', ',', 'leading', 'to', 'the', '""', 'Year', 'Without', 'a', 'Summer', '.', '""']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Merapi', ""'"", 's', 'eruptions', 'are', 'frequent', ',', 'making', 'it', 'one', 'of', 'the', 'most', 'dangerous', 'volcanoes', 'in', 'Indonesia', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'rugged', 'beauty', 'of', 'Semeru', 'attracts', 'trekkers', 'from', 'all', 'over', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Agung', 'is', 'revered', 'by', 'the', 'Balinese', 'people', 'as', 'a', 'sacred', 'site', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'trek', 'up', 'Rinjani', 'is', 'rewarded', 'with', 'stunning', 'views', 'of', 'its', 'crater', 'lake', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dense', 'forests', 'on', 'the', 'slopes', 'of', 'Kerinci', 'are', 'home', 'to', 'some', 'of', 'Indonesia', ""'"", 's', 'rarest', 'wildlife', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bromo', ""'"", 's', 'smoking', 'crater', 'is', 'a', 'dramatic', 'sight', ',', 'drawing', 'tourists', 'to', 'the', 'island', 'of', 'Java', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Fansipan', 'is', 'known', 'as', 'the', '""', 'Roof', 'of', 'Indochina', '""', 'due', 'to', 'its', 'status', 'as', 'the', 'highest', 'peak', 'in', 'Vietnam', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'massive', 'caldera', 'of', 'Elgon', 'is', 'a', 'geological', 'wonder', ',', 'attracting', 'scientists', 'and', 'hikers', 'alike', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'snow', '-', 'capped', 'summit', 'of', 'Kenya', 'is', 'a', 'rare', 'sight', 'so', 'close', 'to', 'the', 'equator', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Stanley', ""'"", 's', 'glaciers', 'are', 'slowly', 'melting', ',', 'a', 'sign', 'of', 'climate', 'change', ""'"", 's', 'impact', 'on', 'Africa', ""'"", 's', 'highest', 'mountains', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'steep', 'ascent', 'of', 'Speke', 'rewards', 'climbers', 'with', 'views', 'of', 'the', 'Rwenzori', 'mountain', 'range', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['The', 'slopes', 'of', 'Elgon', 'are', 'covered', 'in', 'lush', 'forests', ',', 'providing', 'a', 'haven', 'for', 'wildlife', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'jagged', 'peaks', 'of', 'the', 'Rwenzori', 'Mountains', 'are', 'often', 'shrouded', 'in', 'mist', ',', 'adding', 'to', 'their', 'mystique', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Karisimbi', 'towers', 'over', 'the', 'surrounding', 'Virunga', 'Mountains', ',', 'home', 'to', 'mountain', 'gorillas', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lava', 'lake', 'at', 'the', 'summit', 'of', 'Nyiragongo', 'is', 'one', 'of', 'the', 'most', 'active', 'in', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'fertile', 'land', 'around', 'Bisoke', 'is', 'used', 'for', 'agriculture', 'by', 'local', 'communities', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sharp', 'rise', 'of', 'Muhabura', 'offers', 'trekkers', 'a', 'challenging', 'but', 'rewarding', 'climb', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'bamboo', 'forests', 'on', 'Gahinga', ""'"", 's', 'slopes', 'are', 'home', 'to', 'rare', 'golden', 'monkeys', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'activity', 'of', 'Elgon', 'has', 'shaped', 'the', 'surrounding', 'landscape', 'over', 'millennia', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Cameroon', 'rises', 'dramatically', 'from', 'the', 'plains', 'of', 'West', 'Africa', ',', 'a', 'true', 'challenge', 'for', 'climbers', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'flat', 'summit', 'of', 'Table', 'Mountain', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'ocean', 'and', 'cityscape', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ascent', 'of', 'Jebel', 'Toubkal', 'takes', 'trekkers', 'through', 'remote', 'Berber', 'villages', 'and', 'rugged', 'landscapes', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spiritual', 'significance', 'of', 'Sinai', 'has', 'made', 'it', 'a', 'destination', 'for', 'pilgrims', 'for', 'thousands', 'of', 'years', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'harsh', 'weather', 'conditions', 'on', 'Denali', 'make', 'it', 'one', 'of', 'the', 'most', 'challenging', 'climbs', 'in', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lush', 'forests', 'on', 'the', 'slopes', 'of', 'Gunung', 'provide', 'a', 'rich', 'habitat', 'for', 'wildlife', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'treacherous', 'climb', 'up', 'Annapurna', 'has', 'claimed', 'many', 'lives', ',', 'but', 'the', 'beauty', 'of', 'the', 'mountain', 'is', 'undeniable', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lesser', '-', 'known', 'trek', 'to', 'Mera', 'Peak', 'offers', 'solitude', 'and', 'stunning', 'Himalayan', 'scenery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cable', 'car', 'ride', 'to', 'Zugspitze', 'allows', 'visitors', 'to', 'experience', 'the', 'beauty', 'of', 'the', 'Alps', 'without', 'the', 'hike', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Triglav', 'is', 'a', 'national', 'symbol', 'of', 'Slovenia', ',', 'inspiring', 'countless', 'myths', 'and', 'legends', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'pristine', 'beauty', 'of', 'Khuiten', 'offers', 'a', 'glimpse', 'into', 'Mongolia', ""'"", 's', 'wild', 'landscapes', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'historical', 'significance', 'of', 'Ararat', 'continues', 'to', 'attract', 'explorers', 'and', 'researchers', 'alike', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'breathtaking', 'views', 'from', 'Elbrus', 'make', 'it', 'a', 'must', '-', 'visit', 'for', 'climbers', 'and', 'adventure', 'seekers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'remote', 'wilderness', 'surrounding', 'Belukha', 'is', 'home', 'to', 'a', 'diverse', 'range', 'of', 'flora', 'and', 'fauna', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'harsh', 'climate', 'of', 'the', 'Chersky', 'Range', 'is', 'a', 'testament', 'to', 'the', 'power', 'of', 'nature', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'towering', 'cliffs', 'of', 'Njesuthi', 'provide', 'a', 'stunning', 'backdrop', 'for', 'outdoor', 'enthusiasts', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dramatic', 'landscapes', 'of', 'the', 'Drakensberg', 'Mountains', 'are', 'a', 'popular', 'destination', 'for', 'hikers', 'and', 'climbers', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'imposing', 'summit', 'of', 'Dufourspitze', 'presents', 'a', 'challenge', 'for', 'even', 'the', 'most', 'seasoned', 'mountaineers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'towering', 'Damavand', 'is', 'often', 'capped', 'with', 'snow', ',', 'creating', 'a', 'stunning', 'contrast', 'with', 'the', 'surrounding', 'landscape', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Everest', 'stands', 'as', 'the', 'highest', 'point', 'on', 'Earth', ',', 'towering', 'above', 'the', 'rest', 'of', 'the', 'world', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'expedition', 'faced', 'several', 'challenges', 'when', 'scaling', 'the', 'treacherous', 'slopes', 'of', 'K2', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['In', 'the', 'annals', 'of', 'mountaineering', ',', 'few', 'names', 'are', 'as', 'respected', 'as', 'Kangchenjunga', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Climbers', 'gazed', 'up', 'at', 'the', 'immense', 'peak', 'of', 'Lhotse', ',', 'humbled', 'by', 'its', 'icy', 'face', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'trek', 'to', 'the', 'summit', 'of', 'Makalu', 'requires', 'both', 'physical', 'endurance', 'and', 'mental', 'fortitude', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'summit', 'of', 'Cho', 'Oyu', 'glistened', 'under', 'the', 'morning', 'sun', ',', 'a', 'sight', 'to', 'behold', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['For', 'centuries', ',', 'locals', 'have', 'revered', 'Dhaulagiri', 'as', 'a', 'sacred', 'mountain', ',', 'full', 'of', 'legends', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Winds', 'howled', 'through', 'the', 'valleys', 'surrounding', 'Manaslu', ',', 'a', 'reminder', 'of', 'nature', ""'"", 's', 'power', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nanga', 'Parbat', 'is', 'often', 'called', '""', 'The', 'Killer', 'Mountain', '""', 'due', 'to', 'its', 'dangerous', 'ascents', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Base', 'camp', 'at', 'Annapurna', 'was', 'buzzing', 'with', 'activity', ',', 'as', 'climbers', 'prepared', 'for', 'their', 'final', 'push', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'breathtaking', 'beauty', 'of', 'Gasherbrum', 'I', 'draws', 'adventurers', 'from', 'around', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nestled', 'in', 'the', 'heart', 'of', 'the', 'Karakoram', 'range', ',', 'Broad', 'Peak', 'rises', 'with', 'graceful', 'majesty', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Gasherbrum', 'II', 'stood', 'tall', 'in', 'the', 'distance', ',', 'its', 'snow', '-', 'capped', 'summit', 'gleaming', 'in', 'the', 'sunlight', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Few', 'places', 'on', 'Earth', 'feel', 'as', 'isolated', 'as', 'the', 'towering', 'heights', 'of', 'Shishapangma', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Known', 'for', 'its', 'twin', 'peaks', ',', 'Elbrus', 'is', 'a', 'challenge', 'even', 'for', 'seasoned', 'mountaineers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'vast', 'Alaskan', 'wilderness', 'surrounds', 'Denali', ',', 'creating', 'a', 'breathtaking', 'panorama', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kilimanjaro', 'beckons', 'to', 'travelers', 'with', 'its', 'iconic', 'silhouette', 'and', 'tropical', 'base', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['At', 'nearly', '7', ',', '000', 'meters', ',', 'Aconcagua', 'is', 'the', 'highest', 'mountain', 'outside', 'of', 'the', 'Himalayas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Vinson', 'lies', 'deep', 'within', 'Antarctica', ',', 'a', 'frozen', 'titan', 'amid', 'an', 'endless', 'sea', 'of', 'ice', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lush', 'jungles', 'of', 'Papua', 'New', 'Guinea', 'contrast', 'with', 'the', 'heights', 'of', 'Wilhelm', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Australia', ""'"", 's', 'Kosciuszko', 'offers', 'a', 'more', 'gentle', 'climb', ',', 'yet', 'remains', 'a', 'favorite', 'among', 'hikers', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['As', 'one', 'of', 'the', 'most', 'dangerous', 'volcanoes', ',', 'Rainier', 'looms', 'ominously', 'over', 'Washington', 'State', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Saint', 'Elias', 'is', 'the', 'crown', 'jewel', 'of', 'the', 'rugged', 'St', '.', 'Elias', 'mountain', 'range', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Revered', 'in', 'Japan', ',', 'Fuji', 'is', 'as', 'much', 'a', 'spiritual', 'symbol', 'as', 'it', 'is', 'a', 'geographical', 'landmark', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sheer', 'vertical', 'faces', 'of', 'Fitz', 'Roy', 'attract', 'the', 'world', ""'"", 's', 'most', 'daring', 'climbers', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Canada', ""'"", 's', 'towering', 'Logan', 'dominates', 'the', 'Yukon', 'landscape', 'with', 'its', 'massive', 'bulk', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['California', ""'"", 's', 'Whitney', 'offers', 'a', 'rewarding', 'climb', ',', 'drawing', 'adventurers', 'from', 'across', 'the', 'U', '.', 'S', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
